jobTitle,categoriesName,locations,employment,salaryMin,salaryMax,salary_mid,main_category,main_location,salaryMin_scaled,salaryMax_scaled,salary_mid_scaled
Researcher in Economics Finance,"Sains,Sains Teknologi",Jakarta Raya,Full-time,10000000.0,14000000.0,12000000.0,Sains,Jakarta Raya,0.21052631578947367,0.24843423799582462,0.23166472642607683
IT Programmer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,4500000.0,5500000.0,5000000.0,Komputer/Teknologi Informasi,Bandung,0.06578947368421054,0.07098121085594991,0.06868451688009314
Researcher in Power System,"Sains,Sains Teknologi",Jakarta Raya,Full-time,10000000.0,14000000.0,12000000.0,Sains,Jakarta Raya,0.21052631578947367,0.24843423799582462,0.23166472642607683
Product development officer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Semarang,Full-time,2900000.0,3000000.0,2950000.0,Seni/Media/Komunikasi,Semarang,0.023684210526315787,0.01878914405010438,0.020954598370197898
SALES EXECUTIVE,"Bangunan/Konstruksi,Properti/Real Estate",Bogor,Full-time,3000000.0,3500000.0,3250000.0,Bangunan/Konstruksi,Bogor,0.026315789473684202,0.029227557411273482,0.027939464493597195
DOSEN TEKNIK SIPIL,"Pendidikan/Pelatihan,Pendidikan",Sukabumi,Full-time,6000000.0,8400000.0,7200000.0,Pendidikan/Pelatihan,Sukabumi,0.10526315789473684,0.1315240083507307,0.11990686845168799
Account Manager,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Raya,Full-time,4500000.0,6300000.0,5400000.0,Penjualan / Pemasaran,Jakarta Raya,0.06578947368421054,0.08768267223382045,0.07799767171129221
Senior Java Programmer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Utara,Full-time,10000000.0,20000000.0,15000000.0,Komputer/Teknologi Informasi,Jakarta Utara,0.21052631578947367,0.37369519832985393,0.30151338766006985
Motion Graphic Designer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jakarta Selatan,Full-time,4500000.0,6300000.0,5400000.0,Seni/Media/Komunikasi,Jakarta Selatan,0.06578947368421054,0.08768267223382045,0.07799767171129221
WordPress Developer (Malang),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Malang,Full-time,4500000.0,6500000.0,5500000.0,Komputer/Teknologi Informasi,Malang,0.06578947368421054,0.09185803757828809,0.08032596041909196
Full Stack Web Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Tangerang,Full-time,7000000.0,10000000.0,8500000.0,Komputer/Teknologi Informasi,Tangerang,0.13157894736842107,0.16492693110647183,0.15017462165308498
"Financial Advisor - Tanjung Priok, Sunter, Ancol, dan Sekitarnya","Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Jakarta Utara,Full-time,2500000.0,3250000.0,2875000.0,Penjualan / Pemasaran,Jakarta Utara,0.013157894736842098,0.02400835073068893,0.01920838183934808
Finance Tax Executive,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Utara,Full-time,5000000.0,6000000.0,5500000.0,Akuntansi / Keuangan,Jakarta Utara,0.07894736842105263,0.08141962421711899,0.08032596041909196
MERCHANT ACQUISITION,"Penjualan / Pemasaran,E-commerce",Jakarta Raya,Full-time,6000000.0,8400000.0,7200000.0,Penjualan / Pemasaran,Jakarta Raya,0.10526315789473684,0.1315240083507307,0.11990686845168799
Senior Digital Content Strategist,"Penjualan / Pemasaran,Digital Marketing",Jakarta Utara,Full-time,7000000.0,9800000.0,8400000.0,Penjualan / Pemasaran,Jakarta Utara,0.13157894736842107,0.16075156576200417,0.1478463329452852
Design Pattern 3D,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Bantul,Full-time,2000000.0,3500000.0,2750000.0,Seni/Media/Komunikasi,Bantul,0.0,0.029227557411273482,0.016298020954598362
Product Owner,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Pusat,Full-time,15000000.0,25000000.0,20000000.0,Komputer/Teknologi Informasi,Jakarta Pusat,0.34210526315789475,0.47807933194154495,0.4179278230500582
Head of Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Jakarta Raya,Full-time,8000000.0,10000000.0,9000000.0,Penjualan / Pemasaran,Jakarta Raya,0.15789473684210528,0.16492693110647183,0.1618160651920838
PJOK / PE Teacher / Gym Coach,"Pendidikan/Pelatihan,Pendidikan",Jakarta Raya,Full-time,4500000.0,5500000.0,5000000.0,Pendidikan/Pelatihan,Jakarta Raya,0.06578947368421054,0.07098121085594991,0.06868451688009314
Account Manager,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Selatan,Full-time,7000000.0,9800000.0,8400000.0,Penjualan / Pemasaran,Jakarta Selatan,0.13157894736842107,0.16075156576200417,0.1478463329452852
Nurse (Green Pramuka),"Layanan Kesehatan,Praktisi/Asisten Medis",Jakarta Pusat,Full-time,2800000.0,3920000.0,3360000.0,Layanan Kesehatan,Jakarta Pusat,0.02105263157894737,0.03799582463465554,0.03050058207217695
Bancassurance Life Consultant - (Mataram),"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Lombok,Mataram",Full-time,3000000.0,5000000.0,4000000.0,Penjualan / Pemasaran,Lombok,0.026315789473684202,0.0605427974947808,0.04540162980209545
DBA Database Programmer - ( SQL SERVER ),"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Pusat,Full-time,5000000.0,10000000.0,7500000.0,Komputer/Teknologi Informasi,Jakarta Pusat,0.07894736842105263,0.16492693110647183,0.12689173457508732
Conten Creator,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jakarta Timur,Full-time,3000000.0,4200000.0,3600000.0,Seni/Media/Komunikasi,Jakarta Timur,0.026315789473684202,0.04384133611691023,0.03608847497089638
IT DevOps / App Support,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Full-time,5000000.0,7000000.0,6000000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.07894736842105263,0.10229645093945719,0.0919674039580908
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Timur,Full-time,2500000.0,3500000.0,3000000.0,Penjualan / Pemasaran,Jakarta Timur,0.013157894736842098,0.029227557411273482,0.022118742724097785
Key Account/ Marketing Sales,"Penjualan / Pemasaran,Telesales/Telemarketing",Jakarta Raya,Full-time,4416186.0,6182661.0,5299423.5,Penjualan / Pemasaran,Jakarta Raya,0.06358384210526316,0.08523300626304803,0.07565596041909195
Bancassurance Advisor Balikpapan,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan","Balikpapan,Banjarmasin",Full-time,3000000.0,4000000.0,3500000.0,Penjualan / Pemasaran,Balikpapan,0.026315789473684202,0.039665970772442584,0.03376018626309662
Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Jakarta Timur,Full-time,3000000.0,4200000.0,3600000.0,Penjualan / Pemasaran,Jakarta Timur,0.026315789473684202,0.04384133611691023,0.03608847497089638
Tax Specialist,"Akuntansi / Keuangan,Audit Pajak",Pontianak,Full-time,4000000.0,7000000.0,5500000.0,Akuntansi / Keuangan,Pontianak,0.052631578947368425,0.10229645093945719,0.08032596041909196
Staff Distribution Channel Logistik,"Pelayanan,Logistik/Rantai Pasokan",Bogor,Full-time,4500000.0,5000000.0,4750000.0,Pelayanan,Bogor,0.06578947368421054,0.0605427974947808,0.0628637951105937
STAFF Production Planning and Inventory Control,"Manufaktur,Manufaktur",Bogor,Full-time,4500000.0,5000000.0,4750000.0,Manufaktur,Bogor,0.06578947368421054,0.0605427974947808,0.0628637951105937
IT Support Engineer - Jakarta,"Pelayanan,Teknikal Bantuan Pelanggan",Jakarta Raya,Full-time,4500000.0,6300000.0,5400000.0,Pelayanan,Jakarta Raya,0.06578947368421054,0.08768267223382045,0.07799767171129221
Marketing Business Associate,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Raya,Part-time,15000000.0,25000000.0,20000000.0,Penjualan / Pemasaran,Jakarta Raya,0.34210526315789475,0.47807933194154495,0.4179278230500582
Account Executive,"Penjualan / Pemasaran,Digital Marketing","Jakarta Raya,Bandung,Bogor,Cibinong,Serang",Contract,4000000.0,5600000.0,4800000.0,Penjualan / Pemasaran,Jakarta Raya,0.052631578947368425,0.07306889352818371,0.06402793946449359
System Administrator,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Bandung,Full-time,4000000.0,7000000.0,5500000.0,Komputer/Teknologi Informasi,Bandung,0.052631578947368425,0.10229645093945719,0.08032596041909196
Purchasing Supervisor,"Manufaktur,Pembelian/Manajemen Material","Tangerang,Jakarta Raya",Full-time,7000000.0,9800000.0,8400000.0,Manufaktur,Tangerang,0.13157894736842107,0.16075156576200417,0.1478463329452852
Store Manager (Kepala Toko),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Bekasi,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Bekasi,0.07894736842105263,0.10229645093945719,0.0919674039580908
Senior Cook,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Jawa Tengah,Full-time,2000000.0,2800000.0,2400000.0,Hotel/Restoran,Jawa Tengah,0.0,0.014613778705636744,0.008149010477299184
Assistant Manager HR and GA,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Pusat,Full-time,5000000.0,8500000.0,6750000.0,Sumber Daya Manusia/Personalia,Jakarta Pusat,0.07894736842105263,0.13361169102296452,0.10942956926658906
Marketing Manager,"Penjualan / Pemasaran,Telesales/Telemarketing",Bandung,Full-time,10000000.0,15000000.0,12500000.0,Penjualan / Pemasaran,Bandung,0.21052631578947367,0.26931106471816285,0.24330616996507565
Operator Mesin Bubut,"Manufaktur,Manufaktur",Jakarta Raya,Full-time,3000000.0,4200000.0,3600000.0,Manufaktur,Jakarta Raya,0.026315789473684202,0.04384133611691023,0.03608847497089638
Guru Preschool Kindergarten,"Pendidikan/Pelatihan,Pendidikan",Bandung,Full-time,3000000.0,4500000.0,3750000.0,Pendidikan/Pelatihan,Bandung,0.026315789473684202,0.0501043841336117,0.03958090803259604
IT Manager,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Jakarta Selatan,Full-time,23000000.0,25000000.0,24000000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.5526315789473684,0.47807933194154495,0.5110593713620488
Digital Marketing (Fluent English),"Penjualan / Pemasaran,Digital Marketing",Jakarta Pusat,Full-time,7000000.0,9800000.0,8400000.0,Penjualan / Pemasaran,Jakarta Pusat,0.13157894736842107,0.16075156576200417,0.1478463329452852
SOCIAL MEDIA OFFICER,"Seni/Media/Komunikasi,Periklanan",Jakarta Pusat,Full-time,4400000.0,6160000.0,5280000.0,Seni/Media/Komunikasi,Jakarta Pusat,0.06315789473684211,0.0847599164926931,0.07520372526193247
EXECUTIVE FINANCE,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Raya,Full-time,7500000.0,9500000.0,8500000.0,Akuntansi / Keuangan,Jakarta Raya,0.14473684210526316,0.15448851774530273,0.15017462165308498
Warehouse Analyst,"Pelayanan,Logistik/Rantai Pasokan",Jakarta Raya,Full-time,6000000.0,8400000.0,7200000.0,Pelayanan,Jakarta Raya,0.10526315789473684,0.1315240083507307,0.11990686845168799
Baker/ Asisten Baker,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Bekasi,Full-time,2000000.0,2800000.0,2400000.0,Hotel/Restoran,Bekasi,0.0,0.014613778705636744,0.008149010477299184
Pustakawan,"Lainnya,Lainnya/Kategori tidak tersedia",Jakarta Raya,Full-time,4300000.0,4500000.0,4400000.0,Lainnya,Jakarta Raya,0.060526315789473685,0.0501043841336117,0.05471478463329452
Marketing Wedding Organizer,"Seni/Media/Komunikasi,Hubungan Masyarakat",Jawa Barat,Full-time,2500000.0,3500000.0,3000000.0,Seni/Media/Komunikasi,Jawa Barat,0.013157894736842098,0.029227557411273482,0.022118742724097785
Marketing,"Penjualan / Pemasaran,Penjualan - Korporasi",Tangerang,Full-time,4500000.0,6000000.0,5250000.0,Penjualan / Pemasaran,Tangerang,0.06578947368421054,0.08141962421711899,0.07450523864959255
HUMAN RESOURCE DEVELOPMENT - LULUSAN PSIKOLOGI,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Bangka Belitung,Full-time,4000000.0,5000000.0,4500000.0,Sumber Daya Manusia/Personalia,Bangka Belitung,0.052631578947368425,0.0605427974947808,0.057043073341094284
Human Resource Business Partner,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Tangerang,Full-time,8000000.0,12000000.0,10000000.0,Sumber Daya Manusia/Personalia,Tangerang,0.15789473684210528,0.2066805845511482,0.1850989522700815
System Procedure Officer,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Tangerang,Full-time,4000000.0,5600000.0,4800000.0,Sumber Daya Manusia/Personalia,Tangerang,0.052631578947368425,0.07306889352818371,0.06402793946449359
Port Captain/DPA,"Teknik,Teknik Lainnya",Jakarta Raya,Full-time,11000000.0,13000000.0,12000000.0,Teknik,Jakarta Raya,0.2368421052631579,0.22755741127348642,0.23166472642607683
Fleet Monitoring,"Pelayanan,Logistik/Rantai Pasokan",Jakarta Raya,Full-time,7000000.0,8000000.0,7500000.0,Pelayanan,Jakarta Raya,0.13157894736842107,0.1231732776617954,0.12689173457508732
Mekanik Kapal Tug Barges,"Teknik,Mekanikal",Banjarmasin,Full-time,6000000.0,8400000.0,7200000.0,Teknik,Banjarmasin,0.10526315789473684,0.1315240083507307,0.11990686845168799
Driver,"Lainnya,Pekerjaan Umum",Jawa Barat,Contract,5000000.0,7000000.0,6000000.0,Lainnya,Jawa Barat,0.07894736842105263,0.10229645093945719,0.0919674039580908
Guider / Technical support ( Medis),"Layanan Kesehatan,Praktisi/Asisten Medis","Jawa Timur,Jawa Tengah,Gorontalo",Full-time,4000000.0,5600000.0,4800000.0,Layanan Kesehatan,Jawa Timur,0.052631578947368425,0.07306889352818371,0.06402793946449359
Marketing,"Penjualan / Pemasaran,E-commerce",Bekasi,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Bekasi,0.07894736842105263,0.10229645093945719,0.0919674039580908
R D Product Development - Supervisor,"Sains,Teknologi Makanan/Ahli Gizi",Cikarang,Full-time,6000000.0,7000000.0,6500000.0,Sains,Cikarang,0.10526315789473684,0.10229645093945719,0.10360884749708962
Risk and Compliance Staff,"Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database",Tangerang,Full-time,6000000.0,7000000.0,6500000.0,Komputer/Teknologi Informasi,Tangerang,0.10526315789473684,0.10229645093945719,0.10360884749708962
Accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Selatan,Full-time,5000000.0,7000000.0,6000000.0,Akuntansi / Keuangan,Jakarta Selatan,0.07894736842105263,0.10229645093945719,0.0919674039580908
.NET Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Barat,Full-time,5500000.0,8500000.0,7000000.0,Komputer/Teknologi Informasi,Jakarta Barat,0.09210526315789475,0.13361169102296452,0.11525029103608847
Ecommerce Manager,"Penjualan / Pemasaran,E-commerce",Tangerang,Full-time,25000000.0,30000000.0,27500000.0,Penjualan / Pemasaran,Tangerang,0.6052631578947368,0.5824634655532359,0.5925494761350406
SENIOR STAFF HRD,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Utara,Full-time,6000000.0,8400000.0,7200000.0,Sumber Daya Manusia/Personalia,Jakarta Utara,0.10526315789473684,0.1315240083507307,0.11990686845168799
TEKNISI GPS,"Teknik,Teknik Lainnya",Surabaya,Full-time,4310000.0,4500000.0,4405000.0,Teknik,Surabaya,0.060789473684210525,0.0501043841336117,0.05483119906868451
Sales Area Bandung - Senior Supervisor,"Penjualan / Pemasaran,Penjualan Ritel",Bandung,Full-time,7000000.0,8000000.0,7500000.0,Penjualan / Pemasaran,Bandung,0.13157894736842107,0.1231732776617954,0.12689173457508732
.NET Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Utara,Full-time,5500000.0,8000000.0,6750000.0,Komputer/Teknologi Informasi,Jakarta Utara,0.09210526315789475,0.1231732776617954,0.10942956926658906
Senior Web Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Barat,Full-time,8500000.0,11500000.0,10000000.0,Komputer/Teknologi Informasi,Jakarta Barat,0.17105263157894737,0.19624217118997914,0.1850989522700815
SENIOR FINANCE ACCOUNTING OFFICER (MPP),"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan","Cikupa,Tangerang,Jakarta Barat",Full-time,4500000.0,6300000.0,5400000.0,Akuntansi / Keuangan,Cikupa,0.06578947368421054,0.08768267223382045,0.07799767171129221
Bidan,"Layanan Kesehatan,Praktisi/Asisten Medis",Depok,Contract,2500000.0,5000000.0,3750000.0,Layanan Kesehatan,Depok,0.013157894736842098,0.0605427974947808,0.03958090803259604
Staff Finance,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Bekasi,Full-time,3500000.0,4500000.0,4000000.0,Akuntansi / Keuangan,Bekasi,0.03947368421052632,0.0501043841336117,0.04540162980209545
Ilustrator,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jakarta Selatan,Contract,5000000.0,7000000.0,6000000.0,Seni/Media/Komunikasi,Jakarta Selatan,0.07894736842105263,0.10229645093945719,0.0919674039580908
Field Sales,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Banten,Jakarta Raya",Full-time,4000000.0,5000000.0,4500000.0,Penjualan / Pemasaran,Banten,0.052631578947368425,0.0605427974947808,0.057043073341094284
Account Officer,"Penjualan / Pemasaran,Telesales/Telemarketing",Surabaya,Full-time,4310000.0,5000000.0,4655000.0,Penjualan / Pemasaran,Surabaya,0.060789473684210525,0.0605427974947808,0.06065192083818393
Marketing Advisor ( マーケティングアドバイザー),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis","Jakarta Raya,Cikarang",Full-time,20000000.0,35000000.0,27500000.0,Penjualan / Pemasaran,Jakarta Raya,0.47368421052631576,0.686847599164927,0.5925494761350406
Payroll Staff,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Selatan,Contract,5000000.0,6000000.0,5500000.0,Sumber Daya Manusia/Personalia,Jakarta Selatan,0.07894736842105263,0.08141962421711899,0.08032596041909196
Head of Operation / Production,"Manufaktur,Manufaktur",Demak,Full-time,3000000.0,4200000.0,3600000.0,Manufaktur,Demak,0.026315789473684202,0.04384133611691023,0.03608847497089638
Sales Marketing,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Raya,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Jakarta Raya,0.07894736842105263,0.10229645093945719,0.0919674039580908
DIGITAL MARKETING,"Penjualan / Pemasaran,Digital Marketing",Jakarta Barat,Contract,5500000.0,7700000.0,6600000.0,Penjualan / Pemasaran,Jakarta Barat,0.09210526315789475,0.11691022964509395,0.1059371362048894
SALES TRAINEE (MPP),"Penjualan / Pemasaran,Penjualan Ritel","Jakarta Raya,Jawa Barat,Jawa Timur,Tangerang",Full-time,4000000.0,4262000.0,4131000.0,Penjualan / Pemasaran,Jakarta Raya,0.052631578947368425,0.045135699373695194,0.04845168800931315
Finance Staff,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Raya,Full-time,4500000.0,5000000.0,4750000.0,Akuntansi / Keuangan,Jakarta Raya,0.06578947368421054,0.0605427974947808,0.0628637951105937
Sales Associate,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Selatan,Full-time,4500000.0,5000000.0,4750000.0,Penjualan / Pemasaran,Jakarta Selatan,0.06578947368421054,0.0605427974947808,0.0628637951105937
Estate Manager,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Bali,Full-time,7000000.0,9800000.0,8400000.0,Hotel/Restoran,Bali,0.13157894736842107,0.16075156576200417,0.1478463329452852
Digital Marketing Senior Specialist,"Penjualan / Pemasaran,Digital Marketing",Jakarta Raya,Full-time,10000000.0,12000000.0,11000000.0,Penjualan / Pemasaran,Jakarta Raya,0.21052631578947367,0.2066805845511482,0.20838183934807913
Customer Care Staff,"Pelayanan,Layanan Pelanggan",Jakarta Raya,Full-time,4200000.0,4500000.0,4350000.0,Pelayanan,Jakarta Raya,0.057894736842105256,0.0501043841336117,0.053550640279394636
Mobile Android Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,5000000.0,10000000.0,7500000.0,Komputer/Teknologi Informasi,Bandung,0.07894736842105263,0.16492693110647183,0.12689173457508732
Kepala Cabang Dealer Truck,"Teknik,Mekanikal",Pontianak,Full-time,8000000.0,11200000.0,9600000.0,Teknik,Pontianak,0.15789473684210528,0.18997912317327767,0.17578579743888242
"INTERNSHIP OPPORTUNITY - HUMAN RESOURSE, ADMIN, RESEARCH, MARKETING AND GRAPHIC DESIGNER","Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Tangerang,Internship,2000000.0,2500000.0,2250000.0,Penjualan / Pemasaran,Tangerang,0.0,0.008350730688935284,0.004656577415599529
Admin Perpajakan,"Akuntansi / Keuangan,Audit Pajak",Bali,Full-time,2500000.0,2800000.0,2650000.0,Akuntansi / Keuangan,Bali,0.013157894736842098,0.014613778705636744,0.013969732246798601
